# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.11.2
#@/tick	7312
#@/user_id	tsbu-jdh
a;bj;ek;tz;ek; 	阿	c=2 d=2.40745e-06 t=7312
han;ih;bd;ww;bd; feng;iy;ji;ob;jx; 	寒风	c=2 d=1.7885e-06 t=7312
han;ih;bd;ww;bd; leng;fp;dl;wk;ds; 	寒冷	c=4 d=2.06833e-06 t=7312
han;ih;bd;ww;bd; yi;bn,cn;xy,lx;xh;lx; 	寒意	c=3 d=1.41271e-06 t=7312
han;kl;dy;kr;dy; 	汉	c=1 d=0.000191619 t=7312
han;kl;dy;kr;dy; dian;pf;ba,bd;ih;lb; 	汉典	c=1 d=0.000188766 t=7312
han;kl;dy;kr;dy; yu;co;yw;sd;yk; 	汉语	c=2 d=0.767221 t=7312
han;oh;kx;dd;kk; 	喊	c=1 d=8.56853e-07 t=7312
han;sp;uw,wu;ng;uw; 	韩	c=7 d=4.65364e-06 t=7312
hang;hj;xd,xi;px;ii; 	行	c=1 d=3.05113e-06 t=7312
hang;hj;xd,xi;px;ii; ye;pd;aa;cy;la; 	行业	c=1 d=5.75754e-06 t=7312
hang;wi;mk;eo;mj; zhou;hp;id,da;oo;dl; 	杭州	c=1 d=1.95524e-06 t=7312
hao;ia,ir;mb,wm;gv;wm; ke;sk;eg,ux;cp;ue; 	毫克	c=2 d=9.33548e-07 t=7312
hao;ia,ir;mb,wm;gv;wm; wu;uk;ag,ay,ee;du;ay; 	毫无	c=1 d=3.05113e-06 t=7312
hao;ko;dg;kd;dk; han;kd;dh;kz;dx; 	浩瀚	c=1 d=5.49093e-07 t=7312
hao;or;kk;da;kv; 	号	c=4 d=0.868684 t=7312
hao;or;kk;da;kv; zhao;io,ro;dk,kd;pd;dk; 	号召	c=2 d=2.26033e-06 t=7312
hao;ya;nz;bh;nz; 	好	c=37 d=0.947472 t=7312
hao;ya;nz;bh;nz; de;sh;bu;ui;bu; 	好的	c=5 d=6.89655e-06 t=7312
hao;ya;nz;bh;nz; hao;ya;nz;bh;nz; 	好好	c=2 d=0.0867626 t=7312
hao;ya;nz;bh;nz; hao;ya;nz;bh;nz; kao;bo;ng;qg;nk; lao;zu;cl,lb;ls;cl; xia;dh;ab,ad;fy;ab; 	好好犒劳下	c=1 d=9.28219e-07 t=7312
hao;ya;nz;bh;nz; huai;gh;tb;gc;tb; 	好坏	c=1 d=3.06642e-06 t=7312
hao;ya;nz;bh;nz; xiang;xh;rx;jw;rn; 	好像	c=2 d=5.00165e-06 t=7312
hao;ya;nz;bh;nz; you;sl;yu,uy;nr;uy; 	好友	c=1 d=3.42298e-06 t=7312
hao;ya;nz;bh;nz; zhuang;lg;ju,pu,up;ag;du; guan;lk;jy,yj;re;ye; 	好壮观	c=1 d=7.33821e-07 t=7312
he;eo;rk;jd;rk; 	合	c=4 d=0.00253393 t=7312
he;eo;rk;jd;rk; zuo;xu;rv;jw;rv; 	合作	c=1 d=5.35444e-05 t=7312
he;kj;dk;kz;dk; 	河	c=4 d=2.88394e-06 t=7312
he;kj;dk;kz;dk; di;ge;tu;gt;tr; 	河堤	c=1 d=1.12807e-06 t=7312
he;kj;dk;kz;dk; ma;zz;aa,vh;nm;va; 	河马	c=5 d=0.000136687 t=7312
he;or;kh;df;kv; 	喝	c=2 d=0.0270529 t=7312
he;or;kh;df;kv; diao;js;fv;un;fu; 	喝掉	c=1 d=3.26447e-07 t=7312
he;or;kh;df;kv; zui;ps;yz;yn;yu; 	喝醉	c=1 d=2.49805e-06 t=7312
he;uo;hk;xd;hk; 	和	c=14 d=1.25456e-05 t=7312
he;we;mh;ek;mr; xin;nn;dd;hx;dd; 	核心	c=2 d=1.59283e-06 t=7312
he;xj;rk;jz;rk; 	何	c=13 d=3.99362 t=7312
he;xj;rk;jz;rk; bi;nu;dd,xp;ht;dd; 	何必	c=1 d=8.39743e-05 t=7312
he;xj;rk;jz;rk; chu;jh;wb;hy;wb; 	何处	c=1 d=0.0015415 t=7312
he;xj;rk;jz;rk; di;gr,ga;ty;ge;ty; 	何地	c=1 d=3.03591e-06 t=7312
he;xj;rk;jz;rk; fang;yf;nf;bl;nf; 	何妨	c=1 d=0.154896 t=7312
he;xj;rk;jz;rk; ku;zo;cg;lc;ck; 	何苦	c=1 d=2.78852e-06 t=7312
he;xj;rk;jz;rk; kuang;fk;dx;wp;de; 	何况	c=4 d=2.85911e-06 t=7312
he;xj;rk;jz;rk; ren;ee;pd;jr;pn; 	何人	c=1 d=0.000898306 t=7312
he;xj;rk;jz;rk; wu;bi;nw;qe;nw; 	何物	c=1 d=0.000127806 t=7312
he;xj;rk;jz;rk; xu;um;py,yp;ew;pr; 	何须	c=1 d=0.11475 t=7312
he;xj;rk;jz;rk; ye;rr;gg;ey;vv; 	何也	c=1 d=9.70941e-07 t=7312
he;zj;ch;lz;ck; 	荷	c=1 d=7.67599e-07 t=7312
hei;nn;ad,ha;ph;lh; an;vc,vv;oy;ox;oo; 	黑暗	c=2 d=3.31041e-06 t=7312
hei;nn;ad,ha;ph;lh; ya;rh;id,it;xi;id; ya;rh;id,it;xi;id; 	黑压压	c=1 d=7.71447e-07 t=7312
hen;hh;xg;wi;ig; 	很	c=33 d=0.204603 t=7312
hen;hh;xg;wi;ig; chang;uh;pd;pc;pn; 	很长	c=1 d=8.69802e-07 t=7312
hen;hh;xg;wi;ig; duan;ed;ud;oz;ua; 	很短	c=1 d=2.88785e-06 t=7312
hen;hh;xg;wi;ig; duo;ff;xx;ll;xx; 	很多	c=10 d=8.87457e-05 t=7312
hen;hh;xg;wi;ig; duo;ff;xx;ll;xx; zui;au;sf;yr;sf; 	很多罪	c=1 d=2.03503e-06 t=7312
hen;hh;xg;wi;ig; hao;ya;nz;bh;nz; 	很好	c=2 d=4.57471e-05 t=7312
hen;hh;xg;wi;ig; nan;la;yv;ru;yf; 	很难	c=2 d=4.17432e-06 t=7312
hen;hh;xg;wi;ig; pin;fm;bf;ho;br; qiong;iu;xl,bl;es;bl; 	很贫穷	c=1 d=1.78695e-06 t=7312
hen;mh;bg;ai;bg; ji;iq;zy;zu;zd; 	痕迹	c=2 d=2.40051e-06 t=7312
hen;nh;xg;hi;xg; 	恨	c=1 d=1.69132e-06 t=7312
heng;nd;xg;hf;xa; xin;xo,xc;ry;js;rk; 	恒信	c=1 d=3.36388e-07 t=7312
hong;ep;sg;iu;sg; 	红	c=1 d=2.62613e-06 t=7312
hong;ep;sg;iu;sg; chen;pg;tx,xt;yg;xt; 	红尘	c=2 d=0.00105547 t=7312
hong;ep;sg;iu;sg; deng;tj;hd;ca;hd; 	红灯	c=1 d=6.84212e-07 t=7312
hong;ep;sg;iu;sg; se;gt;db;xm;db; 	红色	c=2 d=1.67558e-06 t=7312
hong;ep;sg;iu;sg; tou;hx;dd;wm;dd; fa;rh;ay,fd,vy,yd;si;vd; 	红头发	c=1 d=4.89441e-07 t=7312
hong;ep;sg;iu;sg; xuan;ts;ig;ye;ig; 	红轩	c=1 d=0.000757869 t=7312
hong;ep;sg;iu;sg; yan;bm,im;yy;iw;ir; 	红颜	c=2 d=9.41551e-07 t=7312
hong;ip;bh,bs;wk;bs; 	宏	c=1 d=0.418952 t=7312
hong;ip;bh,bs;wk;bs; wei;xp;rw;jg;rw; 	宏伟	c=2 d=0.506314 t=7312
hong;ip;bh,bs;wk;bs; wei;xp;rw;jg;rw; zhuang;lg;ju,pu,up;ag;du; guan;lk;jy,yj;re;ye; 	宏伟壮观	c=1 d=0.161218 t=7312
hong;of;kg;dh;kb; 	哄	c=1 d=1.40567e-06 t=7312
hou;bx;qh;mo;qu; zi;aa;aa,vh;hi;va; 	猴子	c=1 d=3.13593e-05 t=7312
hou;ra;iz;xh;iz; 	厚	c=1 d=0.379083 t=7312
hou;uo;pk;xd;pk; 	后	c=13 d=2.07744 t=7312
hou;uo;pk;xd;pk; bei;ll;ob;av;lo; 	后背	c=1 d=3.36331e-05 t=7312
hou;uo;pk;xd;pk; guo;vw;ad,tm;qe;ln; 	后果	c=2 d=9.56893e-05 t=7312
hou;uo;pk;xd;pk; hui;nh;xm;hk;xm; 	后悔	c=2 d=0.0160041 t=7312
hou;uo;pk;xd;pk; lai;uf,ef,dl;am,wb;ah;an; 	后来	c=1 d=1.85988e-06 t=7312
hou;uo;pk;xd;pk; wen;jj;wi,dd;vw;wx; 	后文	c=1 d=0.145148 t=7312
hou;uo;pk;xd;pk; yin;nx;kd;rm;kd; 	后因	c=1 d=0.000746586 t=7312
hou;uo;pk;xd;pk; zhe;gv;lo,ol;qo;lo; 	后者	c=1 d=9.05299e-07 t=7312
hou;xx;ru;jo;ru; 	候	c=1 d=0.154124 t=7312
hou;xx;ru;jo;ru; che;tt;aa;yc;al; shi;ig;bv;wy;bt; 	候车室	c=2 d=3.27677e-06 t=7312
hu;bh;qg;my;qg; li;bg;ql;md;ql; 	狐狸	c=2 d=1.61073e-06 t=7312
hu;bh;qg;my;qg; xian;xp;ru;jv;re; 	狐仙	c=6 d=3.60087e-06 t=7312
hu;dd;aa,ea,ev;fb;aa; bang;uy;jb;ar;fj; hu;dd;aa,ea,ev;fb;aa; zhu;pu;lq,ql;fs;ql; 	互帮互助	c=1 d=3.09724e-06 t=7312
hu;dd;aa,ea,ev;fb;aa; dong;uu;ly,yl;bs;el; 	互动	c=1 d=0.104874 t=7312
hu;dd;aa,ea,ev;fb;aa; zhu;pu;lq,ql;fs;ql; 	互助	c=4 d=3.33645e-06 t=7312
hu;fl;ih;cv;io; die;fw;im,iy;ce;im; 	蝴蝶	c=1 d=2.60628e-05 t=7312
hu;in;xw;nh;wx; 	忽	c=2 d=0.170843 t=7312
hu;in;xw;nh;wx; jian;pk;ag,ek,ke;ej;ke; 	忽见	c=1 d=0.00118265 t=7312
hu;in;xw;nh;wx; lve;wo;tg;qs;tk; 	忽略	c=1 d=0.0258615 t=7312
hu;in;xw;nh;wx; ran;fn;hq;vc;ph; 	忽然	c=1 d=2.84485e-06 t=7312
hu;kl;dh;kv;do; 	湖	c=6 d=2.02833 t=7312
hu;kl;dh;kv;do; bei;la;ap,bj;av;lb; 	湖北	c=1 d=2.15009e-06 t=7312
hu;kl;dh;kv;do; mian;dd,du;aa;bm;aa; 	湖面	c=3 d=0.729194 t=7312
hu;kl;dh;kv;do; po;ks;db;ku;db; 	湖泊	c=3 d=0.702605 t=7312
hu;ll;mh;pv;mo; 	糊	c=1 d=3.18386e-07 t=7312
hu;op;kh;dn;kh; 	呼	c=2 d=0.00148945 t=7312
hu;op;kh;dn;kh; han;oh;kx;dd;kk; 	呼喊	c=1 d=1.3041e-06 t=7312
hu;zl;ch;lv;co; lu;zq;ch;lm;ch; 	葫芦	c=2 d=0.00150442 t=7312
hua;ai;dg,gd;pp;gd; suan;np,nz;vc;rl;vc; 	划算	c=1 d=3.33846e-06 t=7312
hua;co;yu;sa;yk; 	话	c=4 d=0.0385247 t=7312
hua;dp;ak;fm;ak; 	画	c=3 d=6.36817e-06 t=7312
hua;dp;ak;fm;ak; le;rp;aa,vu;rl;vl; 	画了	c=1 d=9.90555e-07 t=7312
hua;xa;rb;jv;rb; 	化	c=1 d=0.386741 t=7312
hua;xs;uh;jn;ru; 	华	c=6 d=7.20674e-06 t=7312
hua;za;ch;lv;cb; 	花	c=5 d=0.0111688 t=7312
huai;gh;tb;gc;tb; 	坏	c=2 d=3.03167e-06 t=7312
huai;gh;tb;gc;tb; ren;ee;pd;jr;pn; 	坏人	c=1 d=0.000234044 t=7312
huai;nh;xb;hc;xb; 	怀	c=1 d=0.00914087 t=7312
huai;nh;xb;hc;xb; bao;jt;fb;uv;fs; 	怀抱	c=1 d=2.66582e-06 t=7312
huai;nh;xb;hc;xb; zhe;fs;yo;gq;yo; 	怀着	c=0 d=1.53804e-07 t=7312
huai;nh;xb;hc;xb; zhe;fs;yo;gq;yo; bu;dh;ad,ax;cb;ad; an;iy;bn;wb;bn; 	怀着不安	c=1 d=1.54575e-06 t=7312
huai;nh;xb;hc;xb; zhong;op;aa,ka;dg;ll; 	怀中	c=1 d=0.00701293 t=7312
huan;ah;wb;nc;wb; bao;jt;fb;uv;fs; 	环抱	c=1 d=8.10999e-07 t=7312
huan;jx;fh;um;fd; ju;ii;gk,kg,pk;gj;bk; hua;co;yu;sa;yk; 	换句话	c=1 d=2.62613e-06 t=7312
huan;le;yq;re;yr; 	欢	c=2 d=2.83066e-06 t=7312
huan;le;yq;re;yr; kuai;nx;xd,xg;hj;xg; 	欢快	c=1 d=1.83219e-06 t=7312
huan;le;yq;re;yr; ying;uq;ze;bu;ze; 	欢迎	c=1 d=3.83023e-05 t=7312
huan;on;xi;dh;ix; zhe;gv;lo,ol;qo;lo; 	患者	c=1 d=5.18366e-06 t=7312
huan;rr;yg;ia;yv; 	幻	c=6 d=0.0305967 t=7312
huan;rr;yg;ia;yv; xiang;wn;xx;eh;mx; 	幻想	c=1 d=3.17564e-06 t=7312
huang;nr;xh;ho;xv; mang;nr;xw;hf;xw; 	慌忙	c=1 d=0.135335 t=7312
huang;zf;ad,cb;nh;cb; 	黄	c=7 d=6.73412e-06 t=7312
huang;zf;ad,cb;nh;cb; jin;yy;aa;rj;ll; jun;it;bi;wy;bi; 	黄巾军	c=2 d=3.08073e-06 t=7312
huang;zf;ad,cb;nh;cb; jing;ap;qv;ab;fl; 	黄静	c=1 d=3.42298e-06 t=7312
huang;zf;ad,cb;nh;cb; lian;tq;zi;yu;zi; 	黄连	c=1 d=1.08384e-06 t=7312
huang;zf;ad,cb;nh;cb; yang;fp;da;gy;bl; 	黄羊	c=1 d=8.52578e-07 t=7312
hui;dn;xh,hx;nh;ax; 	惠	c=1 d=0.00181803 t=7312
hui;ep;ry;jb;rs; 	会	c=9 d=4.44354e-06 t=7312
hui;jt;fj;uy;fi; hao;ia,ir;mb,wm;gv;wm; 	挥毫	c=1 d=2.01478e-06 t=7312
hui;jt;fj;uy;fi; hao;ia,ir;mb,wm;gv;wm; po;kh;df;ki;dd; mo;ng;th,ht;pg;ht; 	挥毫泼墨	c=1 d=3.29727e-07 t=7312
hui;jt;fj;uy;fi; huo;ya;yv;tu;yf; 	挥霍	c=1 d=0.00802655 t=7312
hui;kr;dk;kn;dk; he;eo;rk;jd;rk; 	汇合	c=1 d=2.15009e-06 t=7312
hui;no;kk;rd;kk; 	回	c=2 d=1.6685e-06 t=7312
hui;no;kk;rd;kk; da;no;vh;rd;vk; 	回答	c=2 d=6.33987e-06 t=7312
hui;no;kk;rd;kk; dao;di;dv;yp;ad; 	回到	c=2 d=1.42654e-06 t=7312
hui;no;kk;rd;kk; jia;ih;bu;wj;bu; 	回家	c=1 d=3.4849e-06 t=7312
hui;no;kk;rd;kk; jia;ih;bu;wj;bu; guo;kq;zc;ku;zc; jie;zb;ce;lz;ce; 	回家过节	c=1 d=1.51514e-06 t=7312
hui;no;kk;rd;kk; lai;uf,ef,dl;am,wb;ah;an; le;rp;aa,vu;rl;vl; 	回来了	c=1 d=1.17411e-06 t=7312
hui;no;kk;rd;kk; mou;sb;om,on;qq;on; 	回眸	c=1 d=6.25323e-07 t=7312
hui;no;kk;rd;kk; yi;nr;xy;ha;xv; 	回忆	c=4 d=2.94594e-06 t=7312
hui;st;hu,uh;nc;uh; an;vc,vv;oy;ox;oo; 	灰暗	c=1 d=1.22815e-06 t=7312
hui;uf;hs;xl;hx; 	秽	c=1 d=0.000228266 t=7312
hun;ka;dk;kv;db; luan;sr;ug;aa;qv; 	混乱	c=2 d=3.63014e-06 t=7312
hun;kt;dj;ky;di; 	浑	c=1 d=1.8692e-06 t=7312
hun;kt;dj;ky;di; shen;uu;pp;zs;pp; 	浑身	c=1 d=2.84485e-06 t=7312
hun;us;gy,yg;ba;eg; 	魂	c=1 d=3.28876e-06 t=7312
hun;yv;nh;bo;no; 	婚	c=1 d=4.89441e-07 t=7312
huo;ad,ha;gk;pf;ga; 	或	c=13 d=0.00170754 t=7312
huo;ad,ha;gk;pf;ga; shi;ve;op,ov;ot;or; 	或是	c=2 d=6.59416e-06 t=7312
huo;ad,ha;gk;pf;ga; xu;cs;yw;sn;yw; 	或许	c=3 d=0.000107729 t=7312
huo;ad,ha;gk;pf;ga; zhe;gv;lo,ol;qo;lo; 	或者	c=1 d=2.29449e-06 t=7312
huo;he;ug,un;fj;pn; 	祸	c=1 d=1.67449e-06 t=7312
huo;he;ug,un;fj;pn; huan;on;xi;dh;ix; 	祸患	c=1 d=1.24049e-06 t=7312
huo;ko;du;ka;dk; 	活	c=5 d=0.601234 t=7312
huo;ko;du;ka;dk; dong;uu;ly,yl;bs;el; 	活动	c=6 d=6.37618e-06 t=7312
huo;tt;dd;ch;dr; 	火	c=2 d=0.0119153 t=7312
huo;tt;dd;ch;dr; bao;to;hb;ck;hu; 	火爆	c=1 d=4.21266e-07 t=7312
huo;tt;dd;ch;dr; che;tt;aa;yc;al; 	火车	c=1 d=0.0742736 t=7312
huo;zb;cq;lm;cq; qu;dl;ey,ye;qr;ey; 	获取	c=1 d=8.91822e-07 t=7312
ji;bf;eu;tf;ex; 	际	c=2 d=0.000450119 t=7312
ji;cs;yu;sn;yu; ce;nh;vc;rm;vn; 	计策	c=2 d=3.76014e-06 t=7312
ji;cs;yu;sn;yu; hua;ai;dg,gd;pp;gd; 	计划	c=1 d=5.91857e-07 t=7312
ji;cs;yu;sn;yu; jiao;ty;ij;yb;ix; 	计较	c=1 d=1.33711e-06 t=7312
ji;ct;yj;sv;yj; 	记	c=8 d=0.00231483 t=7312
ji;ct;yj;sv;yj; de;hk;xc;wk;ic; 	记得	c=1 d=3.21586e-07 t=7312
ji;ct;yj;sv;yj; lu;so;au,ua,vu;bk;eu; 	记录	c=3 d=7.01108e-06 t=7312
ji;ct;yj;sv;yj; yi;nr;xy;ha;xv; 	记忆	c=3 d=2.66556e-06 t=7312
ji;ct;yj;sv;yj; zhe;fs;yo;gq;yo; 	记着	c=1 d=0.000893825 t=7312
ji;er;sa,sv;ia;sv; xu;ex;sm;im;sd; 	继续	c=2 d=2.59742e-06 t=7312
ji;gn;xi,xx;xh;dx; 	急	c=2 d=5.34539e-06 t=7312
ji;gn;xi,xx;xh;dx; mang;nr;xw;hf;xw; 	急忙	c=1 d=8.87372e-07 t=7312
ji;gn;xi,xx;xh;dx; qie;ai,au;dq,qd;rp;qd; 	急切	c=1 d=1.39168e-06 t=7312
ji;gn;xi,xx;xh;dx; zao;gw;zz;pe;zm; 	急躁	c=2 d=5.06436e-05 t=7312
ji;ij;bq;wz;bk; 	寄	c=3 d=0.12433 t=7312
ji;ij;bq;wz;bk; tuo;ja,jr;fq,ft;ur;fq; 	寄托	c=7 d=3.10883e-06 t=7312
ji;il;bu;wr;by; mo;ix;bm;wm;bd; 	寂寞	c=2 d=2.94618e-06 t=7312
ji;jl;fv;uc;fy; shu;wh;md;ei;md; 	技术	c=4 d=1.85513e-05 t=7312
ji;jp;fq;uq;fl; 	挤	c=3 d=0.217283 t=7312
ji;kj;dj,dw;kh;dw; dang;zu;ct;le;cp; 	激荡	c=1 d=4.21266e-07 t=7312
ji;kj;dj,dw;kh;dw; dong;uu;ly,yl;bs;el; 	激动	c=1 d=2.6e-06 t=7312
ji;kj;dj,dw;kh;dw; hua;xa;rb;jv;rb; 	激化	c=1 d=2.04523e-06 t=7312
ji;mx;bu;ao;bu; bing;me;bb;aj;bb; 	疾病	c=1 d=5.08101e-06 t=7312
ji;nv;vj,vx;ro;vo; 	籍	c=1 d=0.162838 t=7312
ji;oi;kj;do;kj; jia;ih;bu;wj;bu; 	叽家	c=1 d=4.23378e-07 t=7312
ji;sb;eg,ge;iz;ge; 	即	c=5 d=1.00911 t=7312
ji;sb;eg,ge;iz;ge; shi;xy;rl;jb;rl; 	即使	c=3 d=0.0776953 t=7312
ji;sk;gg,gw;id;gv; ran;fn;hq;vc;ph; ru;yo;nk;bd;nk; ci;ra;vb;sv;vb; 	既然如此	c=1 d=3.75504e-07 t=7312
ji;ua;hz;xh;hz; jie;zb;ce;lz;ce; 	季节	c=4 d=2.0787e-06 t=7312
ji;uf;hv;xh;hb; ji;wh;mj;ec;mj; 	积极	c=3 d=2.93881e-06 t=7312
ji;uf;hv;xh;hb; xue;ys;yx;tb;ye; 	积雪	c=1 d=7.792e-07 t=7312
ji;uh;nd,pd;cj;pn; shi;vk;oc;ok;oc; 	及时	c=1 d=1.17411e-06 t=7312
ji;vg;tq,qt;zg;qt; 	基	c=2 d=0.119536 t=7312
ji;wh;mj;ec;mj; 	极	c=2 d=0.00887116 t=7312
ji;wh;mj;ec;mj; qi;vf;ba,ad,hb;zh;qb; 	极其	c=1 d=3.03591e-06 t=7312
ji;wh;mj;ec;mj; shao;pu;xp;yt;xp; dian;pn;hv;yc;lh; bu;dh;ad,ax;cb;ad; ru;yo;nk;bd;nk; ji;lc;ny,yn;rx;yn; de;sh;bu;ui;bu; 	极少点不如鸡的	c=-1 d=0 t=7312
ji;wi;mj;eo;mj; hui;ep;ry;jb;rs; 	机会	c=1 d=0.00139481 t=7312
ji;wi;mj;eo;mj; ling;st;hx,xh;bc;eh; 	机灵	c=1 d=3.12029e-05 t=7312
ji;wi;mj;eo;mj; qi;oo;kk,qk;dd;kk; ren;ee;pd;jr;pn; 	机器人	c=1 d=5.42225e-06 t=7312
ji;wi;mj;eo;mj; yu;vq;zy;qu;zy; 	机遇	c=1 d=0.0773047 t=7312
ji;xw;mv,vm;ue;rm; 	集	c=7 d=0.77804 t=7312
ji;xw;mv,vm;ue;rm; shi;iy;wj;zr;wj; 	集市	c=1 d=1.74283e-06 t=7312
ji;xw;mv,vm;ue;rm; ti;xd;rb;jf;rb; 	集体	c=1 d=2.69261e-06 t=7312
ji;yx;nj;bo;nu; du;yq;nh;bm;nh; 	嫉妒	c=1 d=3.57128e-05 t=7312
ji;zv;cj,cx;lo;co; 	藉	c=2 d=1.05103e-05 t=7312
jia;dx;fb,ar;hh;an; 	夹	c=3 d=1.88839 t=7312
jia;dx;fb,ar;hh;an; dai;zy;jb;lr;fj; 	夹带	c=1 d=0.00141589 t=7312
jia;go;uj;hd;uk; 	嘉	c=1 d=3.38074e-07 t=7312
jia;ih;bu;wj;bu; 	家	c=10 d=0.255175 t=7312
jia;ih;bu;wj;bu; huo;xt;rh;jc;rh; 	家伙	c=1 d=2.13937e-06 t=7312
jia;ih;bu;wj;bu; li;vg;aa,tt;dl;la; 	家里	c=4 d=2.97962e-05 t=7312
jia;ih;bu;wj;bu; ting;rq;gt;xu;gz; 	家庭	c=5 d=4.90831e-06 t=7312
jia;ih;bu;wj;bu; zhang;uh;pd;pc;pn; 	家长	c=2 d=0.210278 t=7312
jia;ih;bu;wj;bu; zhong;op;aa,ka;dg;ll; 	家中	c=1 d=0.000837575 t=7312
jia;pm;bx,xb;vo;xr; 	贾	c=4 d=1.76917e-06 t=7312
jia;uo;lk,kl;sd;lk; 	加	c=10 d=0.995022 t=7312
jia;uo;lk,kl;sd;lk; gong;pp;aa;ug;aa; 	加工	c=1 d=0.0241131 t=7312
jia;uo;lk,kl;sd;lk; kuai;nx;xd,xg;hj;xg; 	加快	c=2 d=5.18403e-06 t=7312
jia;uo;lk,kl;sd;lk; qiang;rf;gs;bc;gi; 	加强	c=1 d=1.28468e-06 t=7312
jia;uo;lk,kl;sd;lk; ru;ee;pd;ju;pn; 	加入	c=3 d=5.53733e-05 t=7312
jia;uw;mj;se;lm; 	架	c=2 d=3.96381e-06 t=7312
jia;uz;mj;sn;lm; cheng;sf;pb,hb;xv;qn; xian;bd;ea,eq;tf;ea; 	驾乘险	c=1 d=1.47036e-06 t=7312
jia;uz;mj;sn;lm; yi;bn,cn;xy,lx;xh;lx; xian;bd;ea,eq;tf;ea; 	驾意险	c=1 d=1.42691e-06 t=7312
jia;xg;rg;jg;rt; jie;zb;ce;lz;ce; 	佳节	c=1 d=0.0115624 t=7312
jia;xl;rj,ry;jr;ry; 	假	c=6 d=0.0108329 t=7312
jia;xl;rj,ry;jr;ry; bu;dh;ad,ax;cb;ad; jia;xl;rj,ry;jr;ry; 	假不假	c=1 d=8.10999e-07 t=7312
jia;xl;rj,ry;jr;ry; ru;yo;nk;bd;nk; 	假如	c=5 d=0.000214983 t=7312
jia;xl;rj,ry;jr;ry; ru;yo;nk;bd;nk; shuo;ck;yd;sp;ye; 	假如说	c=1 d=4.14924e-05 t=7312
jia;xl;rj,ry;jr;ry; she;cl;yu;sr;yy; 	假设	c=1 d=5.80136e-07 t=7312
jia;xp;rj;jp;rl; ge;wo;mg;es;mk; 	价格	c=1 d=1.38474e-06 t=7312
jia;xp;rj;jp;rl; zhi;xd,xu;rv;jf;rq; 	价值	c=1 d=1.8506e-06 t=7312
jia;yh;nj;bj;nu; jie;jy;fq;ub;fn; 	嫁接	c=1 d=0.0115047 t=7312
jian;fh;dx;wd;dk; 	减	c=1 d=3.64407e-07 t=7312
jian;fh;dx;wd;dk; qing;tp;ig;yu;ig; 	减轻	c=1 d=5.28837e-06 t=7312
jian;fh;dx;wd;dk; shao;pu;xp;yt;xp; 	减少	c=1 d=0.0239928 t=7312
jian;fu,fi;dq;hp;bd; dao;ii,ru;gp,pg;pd;vp; 	剪刀	c=1 d=2.04523e-06 t=7312
jian;ig;bz,zb;wp;br; 	蹇	c=2 d=0.121951 t=7312
jian;kp;dv;kt;dj; 	渐	c=5 d=2.35514e-06 t=7312
jian;kp;dv;kt;dj; jian;kp;dv;kt;dj; 	渐渐	c=2 d=2.80604e-06 t=7312
jian;lh;yg;ri;yg; ku;zo;cg;lc;ck; 	艰苦	c=4 d=3.45245e-06 t=7312
jian;nv;vj;ro;vo; 	简	c=2 d=0.548817 t=7312
jian;nv;vj;ro;vo; duan;ed;ud;oz;ua; 	简短	c=1 d=0.107528 t=7312
jian;nv;vj;ro;vo; ti;xd;rb;jf;rb; zhong;op;aa,ka;dg;ll; wen;jj;wi,dd;vw;wx; 	简体中文	c=1 d=1.85988e-06 t=7312
jian;nv;vj;ro;vo; zhi;sd,su;aa,uq;nf;uq; 	简直	c=1 d=1.37096e-06 t=7312
jian;ov;mo,om;ao;mo; 	间	c=5 d=4.77259e-06 t=7312
jian;pg;ty;pg;lt; ding;ie;bp;wt;br; 	坚定	c=1 d=1.39168e-06 t=7312
jian;pg;ty;pg;lt; jue;fx;dd,dg;wj;dg; 	坚决	c=1 d=1.22815e-06 t=7312
jian;pg;ty;pg;lt; qiang;rf;gs;bc;gi; 	坚强	c=1 d=1.16243e-06 t=7312
jian;pg;ty;pg;lt; shi;ix;bt;wm;bd; ji;vg;tq,qt;zg;qt; chu;tp;ui;mm;ui; 	坚实基础	c=1 d=0.0306538 t=7312
jian;pk;ag,ek,ke;ej;ke; 	见	c=1 d=3.30524e-06 t=7312
jian;pk;ag,ek,ke;ej;ke; dao;di;dv;yp;ad; 	见到	c=2 d=1.30854e-06 t=7312
jian;pk;ag,ek,ke;ej;ke; di;rh;gd;xi;gd; 	见底	c=1 d=0.169483 t=7312
jian;pk;ag,ek,ke;ej;ke; zheng;cr;yv;ss;yv; 	见证	c=3 d=0.673429 t=7312
jian;ql;ho,oh;mv;ho; 	肩	c=1 d=6.50841e-07 t=7312
jian;rq;zy;bu;zy; 	建	c=2 d=0.980454 t=7312
jian;rq;zy;bu;zy; li;bb;da;il;wa; 	建立	c=5 d=3.1496e-05 t=7312
jian;rq;zy;bu;zy; yi;ch,cy;yy;sb;yy; 	建议	c=2 d=0.0702715 t=7312
jian;wd;ma,mq;ef;ma; 	检	c=1 d=0.000572785 t=7312
jian;wd;ma,mq;ef;ma; ce;ki;dz;kp;dd; 	检测	c=1 d=4.14995e-07 t=7312
jian;xb;rn;jq;rn; 	件	c=1 d=7.26396e-05 t=7312
